,alpha,gamma,rewards_per_action
0,0.9,0.3,0.443356643357
1,0.9,0.3,0.45077186964
2,0.9,0.3,0.453386988598
3,0.9,0.3,0.428880866426
4,0.9,0.3,0.45247148289
5,0.9,0.5,0.428934932752
6,0.9,0.5,0.445787292818
7,0.9,0.5,0.433143669986
8,0.9,0.5,0.473444118605
9,0.9,0.5,0.455221358567
